n_arm,σ_obs,switch_cost,sample_cost,prior_bias,prop_seen,rt,mean_fixation_duration,best_seen_chosen,last_seen_chosen,n_refix
16.0,0.0,0.0,1.0,-0.4,0.5827,3624.28,256.9715868914879,0.526,0.8381,4.4092
25.0,0.0,0.0,1.0,-0.4,0.440388,3932.88,252.5236897517816,0.5125,0.8964,4.1995
36.0,0.0,0.0,1.0,-0.4,0.30904722222222225,3560.1,229.1570646679488,0.5117,0.8897,3.9819
9.0,0.0,0.0,2.0,-0.4,0.6767666666666667,2363.51,288.99669079069287,0.5638,0.868,2.0918
16.0,0.0,0.0,2.0,-0.4,0.55860625,2942.49,215.26737960770643,0.5085,0.8313,4.3389
25.0,0.0,0.0,2.0,-0.4,0.379984,3065.86,215.1411170998536,0.5215,0.7527,4.1647
36.0,0.0,0.0,2.0,-0.4,0.28403611111111116,2941.68,215.56539748176635,0.4943,0.927,3.1529
9.0,0.0,0.0,3.0,-0.4,0.7054444444444447,2349.17,264.2713161691198,0.5422,0.8561,2.4982
16.0,0.0,0.0,3.0,-0.4,0.52645625,2791.7,225.54522098893537,0.5229,0.8086,3.5958
25.0,0.0,0.0,3.0,-0.4,0.40863999999999995,3366.24,209.9202818753396,0.5271,0.7696,5.0763
36.0,0.0,0.0,3.0,-0.4,0.249725,2572.35,194.93402782405303,0.5222,0.7539,3.6271
9.0,-3.0,0.0,0.0,-0.3,0.7683444444444446,2320.38,219.8654314292217,0.6637,0.7709,3.2721
16.0,-3.0,0.0,0.0,-0.3,0.62345625,2954.31,210.3288713305801,0.6498,0.8083,3.677
25.0,-3.0,0.0,0.0,-0.3,0.484656,3261.8,195.73769581235405,0.6491,0.8373,4.0349
36.0,-3.0,0.0,0.0,-0.3,0.36048888888888886,3357.82,185.07791737723147,0.6427,0.7947,4.43
9.0,-2.0,0.0,0.0,-0.3,0.7532333333333335,2825.37,281.1243634989744,0.6451,0.7941,3.0349
16.0,-2.0,0.0,0.0,-0.3,0.61418125,3227.09,228.7976501901982,0.5942,0.8421,3.95
25.0,-2.0,0.0,0.0,-0.3,0.48545200000000005,3704.23,220.18406878905608,0.5835,0.8603,4.2329
36.0,-2.0,0.0,0.0,-0.3,0.37966388888888886,4066.69,208.11841164275546,0.5937,0.8549,5.1094
9.0,-1.0,0.0,0.0,-0.3,0.7695555555555559,2916.04,271.3364772775546,0.5881,0.8042,3.5877
16.0,-1.0,0.0,0.0,-0.3,0.61789375,3681.11,267.3360817298865,0.5631,0.8608,3.7451
25.0,-1.0,0.0,0.0,-0.3,0.486368,4020.68,241.1594831252954,0.5493,0.8824,4.2034
36.0,-1.0,0.0,0.0,-0.3,0.3804694444444444,4369.48,228.46922240945702,0.545,0.8838,4.8578
9.0,0.0,0.0,0.0,-0.3,0.7563666666666669,3337.47,316.3252818595897,0.5615,0.8385,3.6129
16.0,0.0,0.0,0.0,-0.3,0.61699375,3972.55,288.3441391820079,0.5333,0.8709,3.8183
25.0,0.0,0.0,0.0,-0.3,0.46253199999999994,3970.69,254.28662533512698,0.5165,0.9034,3.8541
36.0,0.0,0.0,0.0,-0.3,0.3849,4722.24,245.66224861479682,0.5091,0.9007,4.8825
9.0,1.0,0.0,0.0,-0.3,0.8110222222222224,4555.18,359.55792625496963,0.5591,0.8189,5.0877
16.0,1.0,0.0,0.0,-0.3,0.6096875,4067.71,301.45129660829843,0.4932,0.888,3.7298
25.0,1.0,0.0,0.0,-0.3,0.4663,4166.43,268.43928685712876,0.4683,0.9132,3.7939
36.0,1.0,0.0,0.0,-0.3,0.38795555555555555,5304.7,259.5462183462205,0.4885,0.8377,5.837
9.0,2.0,0.0,0.0,-0.3,0.7980111111111113,3756.33,310.6535117473149,0.5043,0.8345,4.7444
16.0,2.0,0.0,0.0,-0.3,0.63763125,4894.83,334.25114670121513,0.4773,0.8916,4.4528
25.0,2.0,0.0,0.0,-0.3,0.45866799999999996,4049.73,261.4582185028171,0.4499,0.9068,3.8957
36.0,2.0,0.0,0.0,-0.3,0.3412916666666667,4125.23,257.30389975359503,0.4369,0.9184,3.6223
9.0,3.0,0.0,0.0,-0.3,0.7579555555555556,4006.49,388.65089152035694,0.4957,0.8629,3.5294
16.0,3.0,0.0,0.0,-0.3,0.650825,4870.57,315.6029113109795,0.4425,0.8754,4.9574
25.0,3.0,0.0,0.0,-0.3,0.4922,4997.54,293.93117102759743,0.4227,0.9057,4.5572
36.0,3.0,0.0,0.0,-0.3,0.3485027777777778,4388.41,266.28760817389843,0.4048,0.916,3.8598
9.0,0.0,-3.0,0.0,-0.3,0.800288888888889,2700.27,183.21777941010689,0.5319,0.7591,7.1286
16.0,0.0,-3.0,0.0,-0.3,0.6773375,4090.8,196.1898051122305,0.5088,0.7869,9.3179
25.0,0.0,-3.0,0.0,-0.3,0.5113840000000001,4290.23,190.89199773420953,0.4955,0.7747,8.8458
36.0,0.0,-3.0,0.0,-0.3,0.3931583333333333,4626.6,190.72198607640644,0.5011,0.7983,9.0636
9.0,0.0,-2.0,0.0,-0.3,0.8232555555555559,3355.43,225.9614316067611,0.548,0.789,7.0405
16.0,0.0,-2.0,0.0,-0.3,0.65928125,3908.76,223.67809142964785,0.5137,0.8481,6.5817
25.0,0.0,-2.0,0.0,-0.3,0.508308,4344.73,204.47493990561404,0.5089,0.8167,7.7222
36.0,0.0,-2.0,0.0,-0.3,0.39140555555555556,4821.49,208.229933147814,0.5066,0.8,8.1075
9.0,0.0,-1.0,0.0,-0.3,0.8358333333333335,4258.44,290.2533195745085,0.5809,0.7811,6.6796
16.0,0.0,-1.0,0.0,-0.3,0.64423125,3885.14,243.9482830881676,0.5073,0.8502,5.3701
25.0,0.0,-1.0,0.0,-0.3,0.505728,4398.76,241.39678229418388,0.5018,0.8843,5.2863
36.0,0.0,-1.0,0.0,-0.3,0.38146111111111114,4663.4,217.07645168178692,0.518,0.8009,6.8411
9.0,0.0,1.0,0.0,-0.3,0.7676333333333336,3977.77,386.4988957313868,0.5864,0.8209,3.1871
16.0,0.0,1.0,0.0,-0.3,0.5964875,3984.69,314.17010796283324,0.5312,0.8836,3.0704
25.0,0.0,1.0,0.0,-0.3,0.46197999999999995,4275.77,287.8972627658767,0.5187,0.9135,3.1986
36.0,0.0,1.0,0.0,-0.3,0.35652222222222224,4354.28,259.50012367735235,0.5048,0.9172,3.6538
9.0,0.0,2.0,0.0,-0.3,0.6558666666666668,3515.34,465.66931301641006,0.6204,0.876,1.576
16.0,0.0,2.0,0.0,-0.3,0.5744625,3803.37,298.2483025300474,0.5474,0.8623,3.2572
25.0,0.0,2.0,0.0,-0.3,0.435676,4416.1,332.47629765350143,0.5353,0.9253,2.386
36.0,0.0,2.0,0.0,-0.3,0.3472805555555556,4676.36,301.6814534516802,0.5229,0.935,2.7984
9.0,0.0,3.0,0.0,-0.3,0.7038333333333334,3495.31,423.6517389220001,0.5943,0.8772,1.8429
16.0,0.0,3.0,0.0,-0.3,0.5441375,3886.94,358.1034442337278,0.5606,0.9158,2.0825
25.0,0.0,3.0,0.0,-0.3,0.396456,4187.04,361.91540596370527,0.5524,0.9381,1.6332
36.0,0.0,3.0,0.0,-0.3,0.3202361111111111,4172.1,297.6916441150066,0.5268,0.9385,2.344
9.0,0.0,0.0,-3.0,-0.3,0.8708444444444445,7575.3,467.457638242221,0.6528,0.7282,7.8429
16.0,0.0,0.0,-3.0,-0.3,0.74500625,7546.21,366.4129071965838,0.5791,0.7912,8.2
25.0,0.0,0.0,-3.0,-0.3,0.605576,7451.89,322.90269752589,0.5334,0.8392,7.5146
36.0,0.0,0.0,-3.0,-0.3,0.4944000000000001,7954.04,301.3614624356722,0.5387,0.8354,7.9818
9.0,0.0,0.0,-2.0,-0.3,0.8123000000000002,4670.39,364.80999410145284,0.5982,0.8025,5.1119
16.0,0.0,0.0,-2.0,-0.3,0.68610625,5585.06,314.4666920933576,0.5505,0.8321,6.309
25.0,0.0,0.0,-2.0,-0.3,0.5653360000000001,6149.08,298.5749156276999,0.5166,0.8648,6.0835
36.0,0.0,0.0,-2.0,-0.3,0.44823888888888885,6461.68,276.1989125574996,0.5189,0.8643,6.6081
9.0,0.0,0.0,-1.0,-0.3,0.7665222222222224,3191.37,302.34793687830626,0.5645,0.8331,3.5004
16.0,0.0,0.0,-1.0,-0.3,0.642775,4322.61,285.458983549444,0.5279,0.8641,4.6203
25.0,0.0,0.0,-1.0,-0.3,0.508456,4916.12,270.6195014619545,0.5125,0.8788,5.1125
36.0,0.0,0.0,-1.0,-0.3,0.40547222222222223,5367.15,260.3576809598379,0.5241,0.8854,5.5035
9.0,0.0,0.0,1.0,-0.3,0.7464333333333335,2595.23,256.16997197777073,0.544,0.8422,3.2886
16.0,0.0,0.0,1.0,-0.3,0.61125625,3799.07,255.08076167429155,0.5245,0.8238,4.7312
25.0,0.0,0.0,1.0,-0.3,0.47581599999999996,4129.93,248.45727938107765,0.5115,0.8844,4.4186
36.0,0.0,0.0,1.0,-0.3,0.34018611111111113,3833.92,227.72775726641137,0.4927,0.8768,4.1892
9.0,0.0,0.0,2.0,-0.3,0.7050111111111114,2447.16,284.57126226505403,0.5429,0.8551,2.2694
16.0,0.0,0.0,2.0,-0.3,0.58995,3062.74,212.99091209428684,0.5106,0.8179,4.5742
25.0,0.0,0.0,2.0,-0.3,0.41224799999999995,3289.23,214.53013336901105,0.5209,0.7509,4.3899
36.0,0.0,0.0,2.0,-0.3,0.3085666666666667,3138.42,214.8277058052613,0.4929,0.9175,3.266
9.0,0.0,0.0,3.0,-0.3,0.7279555555555558,2423.11,260.5463762697415,0.5367,0.8436,2.693
16.0,0.0,0.0,3.0,-0.3,0.55978125,2927.65,223.84226962529598,0.5112,0.7965,3.7811
25.0,0.0,0.0,3.0,-0.3,0.4353,3499.96,208.39318531906642,0.5281,0.7612,5.2295
36.0,0.0,0.0,3.0,-0.3,0.2728694444444445,2738.02,193.72030997618901,0.5063,0.7486,3.7106
9.0,-3.0,0.0,0.0,-0.2,0.7973444444444446,2413.62,216.59172572149058,0.6652,0.7598,3.5805
16.0,-3.0,0.0,0.0,-0.2,0.661575,3055.24,206.27206266355674,0.6336,0.7942,3.8695
25.0,-3.0,0.0,0.0,-0.2,0.52544,3437.24,192.36767768133538,0.6383,0.8159,4.2563
36.0,-3.0,0.0,0.0,-0.2,0.399,3593.42,182.77397864321554,0.6344,0.7881,4.5954
9.0,-2.0,0.0,0.0,-0.2,0.7775111111111113,2952.74,279.01947201479624,0.6379,0.7822,3.3257
16.0,-2.0,0.0,0.0,-0.2,0.654725,3416.33,225.2386324289978,0.5853,0.8257,4.3244
25.0,-2.0,0.0,0.0,-0.2,0.529472,3939.44,216.7386206027896,0.579,0.8479,4.5531
36.0,-2.0,0.0,0.0,-0.2,0.41965,4285.03,203.74414242395466,0.5781,0.8454,5.2414
9.0,-1.0,0.0,0.0,-0.2,0.7963111111111113,3072.42,269.75535314704103,0.5881,0.7936,3.9473
16.0,-1.0,0.0,0.0,-0.2,0.65345625,3893.0,262.9473577806551,0.546,0.8442,4.1846
25.0,-1.0,0.0,0.0,-0.2,0.522824,4227.5,236.98564038518333,0.5436,0.8732,4.4744
36.0,-1.0,0.0,0.0,-0.2,0.4163500000000001,4626.87,224.83007600106774,0.5356,0.8732,5.0611
9.0,0.0,0.0,0.0,-0.2,0.7855888888888891,3505.51,312.83956033397027,0.5683,0.8263,3.9774
16.0,0.0,0.0,0.0,-0.2,0.65354375,4211.05,284.3308129804519,0.5204,0.8634,4.2713
