n_arm,σ_obs,switch_cost,sample_cost,prior_bias,prop_seen,rt,mean_fixation_duration,best_seen_chosen,last_seen_chosen,n_refix,id
25,1.11015625,0.0054296875000000005,0.0005725487884358379,-0.4,0.6546320000000001,5037.67,179.67320061396518,0.738,0.6418,10.2474,578
9,0.76015625,0.007929687500000001,0.00018105582430271239,-0.4,0.8191000000000003,2388.36,196.5784750607968,0.8356,0.6201,3.9897,579
16,0.76015625,0.007929687500000001,0.00018105582430271239,-0.4,0.72939375,3233.06,181.93805519756498,0.8158,0.6173,5.2094,579
25,0.76015625,0.007929687500000001,0.00018105582430271239,-0.4,0.627052,3807.27,170.50492244264203,0.8115,0.6116,5.5954,579
9,0.78203125,0.0055859375,0.00046138396827332176,-0.4,0.8609555555555558,2463.61,166.3805532978579,0.8224,0.5843,6.0053,580
16,0.78203125,0.0055859375,0.00046138396827332176,-0.4,0.76581875,3238.77,157.71030732595355,0.8,0.5211,7.0272,580
25,0.78203125,0.0055859375,0.00046138396827332176,-0.4,0.641048,3741.87,155.14281869018834,0.7963,0.5728,7.0066,580
9,1.1320312499999998,0.008085937500000001,0.00014590242156305608,-0.4,0.8515555555555558,3689.45,243.23523638014765,0.7902,0.6438,6.4263,581
16,1.1320312499999998,0.008085937500000001,0.00014590242156305608,-0.4,0.7352125,4204.58,210.93276845657547,0.7401,0.6695,7.0351,581
25,1.1320312499999998,0.008085937500000001,0.00014590242156305608,-0.4,0.617728,5065.25,205.80936379529805,0.7502,0.6738,7.7683,581
9,1.3070312499999999,0.0068359375,0.0008204696109024993,-0.4,0.8474222222222226,3459.4,220.3411676628799,0.7519,0.6748,7.1294,582
16,1.3070312499999999,0.0068359375,0.0008204696109024993,-0.4,0.7083625,3920.96,199.38485527101872,0.6981,0.7087,7.3403,582
25,1.3070312499999999,0.0068359375,0.0008204696109024993,-0.4,0.58746,4638.45,194.5085033440463,0.7096,0.7133,8.0177,582
9,0.95703125,0.0093359375,0.0002594552721404019,-0.4,0.8098888888888891,3122.48,253.61402230926436,0.8097,0.655,4.1428,583
16,0.95703125,0.0093359375,0.0002594552721404019,-0.4,0.70734375,3660.16,212.14691637543422,0.7821,0.6711,5.0609,583
25,0.95703125,0.0093359375,0.0002594552721404019,-0.4,0.585144,4162.09,199.67238339240635,0.7805,0.7103,5.3353,583
9,1.04453125,0.0074609375000000006,0.00010941138105771873,-0.4,0.8818777777777779,3664.49,213.4756439315557,0.8001,0.5875,7.6933,584
16,1.04453125,0.0074609375000000006,0.00010941138105771873,-0.4,0.73983125,3979.24,198.53704902746716,0.7648,0.6482,7.0839,584
25,1.04453125,0.0074609375000000006,0.00010941138105771873,-0.4,0.638924,4900.05,194.1587883708766,0.7576,0.6438,7.9569,584
9,1.39453125,0.0099609375,0.00034598916608699333,-0.4,0.8338333333333335,4520.29,322.1366825278405,0.7597,0.6931,5.5564,585
16,1.39453125,0.0099609375,0.00034598916608699333,-0.4,0.69140625,4887.77,278.4926265543674,0.7208,0.7435,5.6749,585
25,1.39453125,0.0099609375,0.00034598916608699333,-0.4,0.5779800000000002,5409.4,251.97638124325047,0.7119,0.7748,6.1532,585
9,1.21953125,0.0062109375,0.00019456400615886372,-0.4,0.8696333333333337,3575.65,207.31777471267915,0.7645,0.6403,8.2844,586
16,1.21953125,0.0062109375,0.00019456400615886372,-0.4,0.76566875,4664.48,199.9714174412595,0.7438,0.657,9.8011,586
25,1.21953125,0.0062109375,0.00019456400615886372,-0.4,0.647416,5500.06,195.01737351049508,0.7351,0.6493,10.4295,586
9,0.86953125,0.0087109375,0.0006152654101490375,-0.4,0.8189555555555557,2642.86,213.13187130985904,0.8088,0.6561,4.1453,587
16,0.86953125,0.0087109375,0.0006152654101490375,-0.4,0.6832375,3097.78,193.92094743011933,0.7941,0.6735,4.3279,587
25,0.86953125,0.0087109375,0.0006152654101490375,-0.4,0.6077880000000001,4069.72,186.71571369686257,0.7867,0.6637,5.5617,587
9,0.8257812499999999,0.0065234375,0.00022467900918126448,-0.4,0.861166666666667,2499.78,170.23837171628782,0.8158,0.5873,5.7207,588
16,0.8257812499999999,0.0065234375,0.00022467900918126448,-0.4,0.7355125,3135.88,164.45361959857425,0.7948,0.577,6.129,588
25,0.8257812499999999,0.0065234375,0.00022467900918126448,-0.4,0.635044,3986.73,165.9138691678655,0.802,0.5616,6.9377,588
9,1.17578125,0.0090234375,0.0007104974114426792,-0.4,0.8129666666666668,2922.22,231.68184379768846,0.7631,0.6985,4.509,589
16,1.17578125,0.0090234375,0.0007104974114426792,-0.4,0.69663125,4114.93,233.89212730807924,0.7445,0.732,5.5983,589
25,1.17578125,0.0090234375,0.0007104974114426792,-0.4,0.5849559999999999,4730.94,216.41242803331352,0.7303,0.7417,6.2712,589
9,1.3507812499999998,0.0052734375,0.00012634629176544695,-0.4,0.8753444444444447,3728.58,197.0391315394906,0.7409,0.6385,9.7301,590
16,1.3507812499999998,0.0052734375,0.00012634629176544695,-0.4,0.79083125,5384.88,197.48375264725374,0.7242,0.6189,12.8967,590
25,1.3507812499999998,0.0052734375,0.00012634629176544695,-0.4,0.677916,6460.01,198.33732430958617,0.7034,0.6356,13.799,590
9,1.00078125,0.0077734375,0.00039954205589498885,-0.4,0.8194222222222225,2767.17,213.87691426266693,0.7861,0.6626,4.7413,591
16,1.00078125,0.0077734375,0.00039954205589498885,-0.4,0.74718125,4006.03,199.02591708516857,0.7662,0.6373,6.9821,591
25,1.00078125,0.0077734375,0.00039954205589498885,-0.4,0.608504,4334.54,186.30233167258692,0.7592,0.655,6.7889,591
9,0.9132812499999999,0.0058984375,0.0009474635256553758,-0.4,0.8294222222222226,2123.51,157.77746727167158,0.777,0.619,5.1198,592
16,0.9132812499999999,0.0058984375,0.0009474635256553758,-0.4,0.73413125,3202.12,163.8833610926086,0.7742,0.609,6.7084,592
25,0.9132812499999999,0.0058984375,0.0009474635256553758,-0.4,0.6146440000000001,3874.79,164.8327873502866,0.7705,0.6363,7.0308,592
9,1.26328125,0.0083984375,0.0002996142741004366,-0.4,0.8378111111111113,3466.0,238.97490543038407,0.7539,0.6833,6.0003,593
16,1.26328125,0.0083984375,0.0002996142741004366,-0.4,0.70093125,4161.7,225.62530108586847,0.7321,0.7164,6.3399,593
25,1.26328125,0.0083984375,0.0002996142741004366,-0.4,0.610612,5385.22,215.62471451472854,0.7291,0.6706,8.2273,593
9,1.0882812499999999,0.0071484375,0.0005327978945865642,-0.4,0.8392777777777781,3001.18,206.30496483790535,0.7751,0.6541,5.9716,594
16,1.0882812499999999,0.0071484375,0.0005327978945865642,-0.4,0.7441125,4081.95,191.78454409651857,0.7578,0.5988,7.911,594
25,1.0882812499999999,0.0071484375,0.0005327978945865642,-0.4,0.614532,4608.58,189.02935941749874,0.7396,0.6678,7.7115,594
9,0.73828125,0.009648437499999999,0.00016848548794358412,-0.4,0.804588888888889,2480.77,220.4787077556759,0.8391,0.6388,3.2104,595
16,0.73828125,0.009648437499999999,0.00016848548794358412,-0.4,0.7175875,3146.79,191.15929363655985,0.8236,0.6177,4.1447,595
25,0.73828125,0.009648437499999999,0.00016848548794358412,-0.4,0.6274040000000001,3990.75,183.83537202206657,0.8199,0.6085,4.9942,595
9,0.72734375,0.0056640625,0.00025028654311746074,-0.4,0.8582888888888891,2260.07,158.82298265963675,0.8329,0.5783,5.4117,596
16,0.72734375,0.0056640625,0.00025028654311746074,-0.4,0.755925,2939.95,152.19294207384024,0.8106,0.5316,6.0998,596
25,0.72734375,0.0056640625,0.00025028654311746074,-0.4,0.653792,3694.45,152.07261745560015,0.8148,0.5703,6.9096,596
9,1.0773437499999998,0.0081640625,0.0007914755439411164,-0.4,0.8270000000000002,2873.47,213.91156763902865,0.764,0.6714,5.116,597
16,1.0773437499999998,0.0081640625,0.0007914755439411164,-0.4,0.70660625,3767.42,208.07843368569476,0.7557,0.6733,5.883,597
25,1.0773437499999998,0.0081640625,0.0007914755439411164,-0.4,0.6046879999999999,4544.56,195.94575325646372,0.7518,0.6725,6.8919,597
9,1.2523437499999999,0.0069140625,0.0001407464663339844,-0.4,0.8679333333333336,3709.83,217.2485716150578,0.7599,0.6335,7.9908,598
16,1.2523437499999999,0.0069140625,0.0001407464663339844,-0.4,0.7556875,4730.84,211.6973209422859,0.7403,0.665,8.9813,598
25,1.2523437499999999,0.0069140625,0.0001407464663339844,-0.4,0.64636,5641.82,204.3892852379549,0.7325,0.6443,9.9966,598
9,0.90234375,0.0094140625,0.0004450794062356,-0.4,0.8222333333333336,2824.47,225.66171470585707,0.8177,0.6475,4.1755,599
16,0.90234375,0.0094140625,0.0004450794062356,-0.4,0.7039875,3626.75,213.6177997763713,0.7927,0.6707,4.8464,599
25,0.90234375,0.0094140625,0.0004450794062356,-0.4,0.590568,4054.49,194.30232329165028,0.7819,0.6862,5.1272,599
9,0.9898437499999999,0.0062890625,0.000593522927229699,-0.4,0.8518222222222226,2775.21,182.04273895446448,0.788,0.6143,6.4215,600
16,0.9898437499999999,0.0062890625,0.000593522927229699,-0.4,0.731575,3435.96,175.42029290587683,0.7565,0.6382,6.8618,600
25,0.9898437499999999,0.0062890625,0.000593522927229699,-0.4,0.6686240000000001,5022.19,181.86708548595084,0.7761,0.5967,9.4458,600
9,1.33984375,0.0087890625,0.00018768842935762206,-0.4,0.8311222222222227,3991.8,283.6676707760484,0.7592,0.6963,5.7304,601
16,1.33984375,0.0087890625,0.00018768842935762206,-0.4,0.72640625,4923.3,248.41994942644857,0.717,0.7137,7.1494,601
25,1.33984375,0.0087890625,0.00018768842935762206,-0.4,0.6240960000000001,5799.11,232.91026114261985,0.7139,0.7149,8.0598,601
9,1.16484375,0.0050390625,0.000333762469429204,-0.4,0.8844,3623.9,184.66425697834129,0.7837,0.599,10.0475,602
16,1.16484375,0.0050390625,0.000333762469429204,-0.4,0.7743625,4540.97,182.2787055619789,0.7503,0.6054,10.9772,602
25,1.16484375,0.0050390625,0.000333762469429204,-0.4,0.6949960000000001,5994.12,185.34935039191353,0.7398,0.5869,13.2065,602
9,0.81484375,0.007539062500000001,0.00010554496008786047,-0.4,0.8356222222222223,2498.56,190.06464091849378,0.8155,0.63,4.7008,603
16,0.81484375,0.007539062500000001,0.00010554496008786047,-0.4,0.738875,3231.67,172.93221330542204,0.8011,0.5848,5.7127,603
25,0.81484375,0.007539062500000001,0.00010554496008786047,-0.4,0.633408,4082.54,174.29193844860328,0.8058,0.5992,6.4103,603
9,0.8585937499999999,0.0072265625,0.00038542288686231087,-0.4,0.8317000000000002,2339.05,178.01611994283502,0.7973,0.6363,4.7461,604
16,0.8585937499999999,0.0072265625,0.00038542288686231087,-0.4,0.77016875,3776.18,179.69425551157832,0.7959,0.4681,7.283,604
25,0.8585937499999999,0.0072265625,0.00038542288686231087,-0.4,0.6279319999999999,4014.83,173.3520345650478,0.7849,0.6439,6.5466,604
9,1.20859375,0.0097265625,0.00012188141848422909,-0.4,0.8151222222222224,4094.31,312.96354747881816,0.7833,0.6798,4.8709,605
16,1.20859375,0.0097265625,0.00012188141848422909,-0.4,0.7342125,5347.01,272.34561299246957,0.7566,0.6802,6.8132,605
25,1.20859375,0.0097265625,0.00012188141848422909,-0.4,0.593076,5188.13,233.89315627093427,0.7268,0.7255,6.2974,605
9,1.38359375,0.0059765625,0.0006853895838650083,-0.4,0.8718222222222225,3796.33,203.50191112489753,0.7414,0.6429,9.3817,606
16,1.38359375,0.0059765625,0.0006853895838650083,-0.4,0.74870625,4692.69,201.32044751985782,0.7041,0.6794,10.066,606
25,1.38359375,0.0059765625,0.0006853895838650083,-0.4,0.6380600000000001,5782.31,200.93194532823037,0.7083,0.6779,11.2231,606
9,1.0335937499999999,0.0084765625,0.00021673921695684184,-0.4,0.8315333333333336,3071.0,224.4586788849961,0.7932,0.6633,5.1592,607
16,1.0335937499999999,0.0084765625,0.00021673921695684184,-0.4,0.705525,3543.22,201.29767043649602,0.7623,0.6817,5.4902,607
25,1.0335937499999999,0.0084765625,0.00021673921695684184,-0.4,0.6353840000000001,5086.89,208.12691522658017,0.7627,0.6668,7.3475,607
9,0.94609375,0.0053515625,0.0001625314837311867,-0.4,0.8691111111111113,2785.74,169.21436952352514,0.7958,0.5955,7.3732,608
16,0.94609375,0.0053515625,0.0001625314837311867,-0.4,0.748675,3515.26,165.95943566389997,0.7746,0.5839,7.8601,608
25,0.94609375,0.0053515625,0.0001625314837311867,-0.4,0.6560960000000001,4556.27,169.07718277832217,0.7706,0.61,9.2481,608
9,1.2960937499999998,0.0078515625,0.0005139696800771515,-0.4,0.8590444444444449,4054.43,248.1166322010532,0.7705,0.6567,7.3859,609
16,1.2960937499999998,0.0078515625,0.0005139696800771515,-0.4,0.71709375,4338.7,222.31883956880785,0.7256,0.7081,7.0752,609
25,1.2960937499999998,0.0078515625,0.0005139696800771515,-0.4,0.6071880000000001,5154.47,210.40357299992735,0.7137,0.7089,8.0452,609
9,1.12109375,0.0066015625,0.0002890263910022453,-0.4,0.8601555555555557,3210.68,199.02675437627082,0.7772,0.6248,7.2063,610
16,1.12109375,0.0066015625,0.0002890263910022453,-0.4,0.7269375,3743.36,187.344800351596,0.7358,0.6808,7.3744,610
25,1.12109375,0.0066015625,0.0002890263910022453,-0.4,0.6555160000000001,5313.03,193.62086223127233,0.7447,0.6404,9.6178,610
9,0.7710937499999999,0.0091015625,0.0009139816994654902,-0.4,0.7958222222222224,2290.39,207.38687678519295,0.8308,0.6702,3.1853,611
16,0.7710937499999999,0.0091015625,0.0009139816994654902,-0.4,0.7233,3119.97,183.2450482176519,0.81,0.6146,4.5696,611
25,0.7710937499999999,0.0091015625,0.0009139816994654902,-0.4,0.562896,3215.27,169.07168172430218,0.7963,0.6745,4.1293,611
9,0.7492187499999999,0.0067578125,0.00013097472643005907,-0.4,0.8452555555555559,2369.84,177.19453689954588,0.8294,0.5927,4.8382,612
16,0.7492187499999999,0.0067578125,0.00013097472643005907,-0.4,0.77005,3320.26,165.27426782850438,0.8174,0.5273,6.4666,612
25,0.7492187499999999,0.0067578125,0.00013097472643005907,-0.4,0.6556800000000002,3933.24,162.89225892705744,0.8113,0.5866,6.6401,612
9,1.09921875,0.0092578125,0.00041417845143644066,-0.4,0.8178111111111113,3310.44,258.78286358554743,0.7821,0.6818,4.5563,613
16,1.09921875,0.0092578125,0.00041417845143644066,-0.4,0.70318125,3983.2,226.92733961874592,0.7576,0.6932,5.4116,613
25,1.09921875,0.0092578125,0.00041417845143644066,-0.4,0.595476,4714.34,211.94903278640703,0.7526,0.7024,6.2027,613
9,1.27421875,0.0055078125000000006,0.0002329096592460546,-0.4,0.8897666666666668,3944.36,197.0303775023774,0.7587,0.6064,10.4194,614
16,1.27421875,0.0055078125000000006,0.0002329096592460546,-0.4,0.7728,4878.15,192.84209149839938,0.7299,0.6209,11.2755,614
25,1.27421875,0.0055078125000000006,0.0002329096592460546,-0.4,0.6614960000000001,5782.14,192.89767159763295,0.7236,0.6573,11.8884,614
9,0.92421875,0.0080078125,0.0007365250122712284,-0.4,0.8139333333333336,2279.76,185.83772187036467,0.7837,0.6613,4.1674,615
16,0.92421875,0.0080078125,0.0007365250122712284,-0.4,0.7434875,3709.77,187.7803382094912,0.7884,0.5691,6.5505,615
25,0.92421875,0.0080078125,0.0007365250122712284,-0.4,0.602756,4065.48,182.04487196929003,0.7746,0.6574,6.138,615
9,1.01171875,0.0061328125,0.0005523158417307099,-0.4,0.8512222222222224,2674.32,175.35351966863848,0.7814,0.6225,6.4388,616
16,1.01171875,0.0061328125,0.0005523158417307099,-0.4,0.76334375,3996.05,181.34459701504258,0.7645,0.6113,8.4526,616
25,1.01171875,0.0061328125,0.0005523158417307099,-0.4,0.6354479999999999,4521.65,176.7180373330242,0.7609,0.6273,8.4093,616
9,1.3617187499999999,0.0086328125,0.00017465760476621204,-0.4,0.8476222222222226,4463.91,289.80885115460035,0.7628,0.6519,6.697,617
16,1.3617187499999999,0.0086328125,0.00017465760476621204,-0.4,0.7366,5053.66,247.24600777747807,0.7233,0.6914,7.5953,617
25,1.3617187499999999,0.0086328125,0.00017465760476621204,-0.4,0.6188,5819.44,236.3880941307141,0.7094,0.7345,8.0489,617
9,1.1867187499999998,0.0073828125000000005,0.000982171889188038,-0.4,0.8352333333333336,3215.52,223.95180489754546,0.7525,0.6646,5.9313,618
16,1.1867187499999998,0.0073828125000000005,0.000982171889188038,-0.4,0.7281875,3975.43,196.89608792741345,0.7401,0.6555,7.3496,618
25,1.1867187499999998,0.0073828125000000005,0.000982171889188038,-0.4,0.5916040000000001,4536.44,193.7942207681399,0.7216,0.6905,7.4306,618
9,0.83671875,0.009882812500000001,0.0003105900223624707,-0.4,0.7919555555555557,2842.27,253.12309662729655,0.8271,0.6619,3.3141,619
16,0.83671875,0.009882812500000001,0.0003105900223624707,-0.4,0.69085,3535.47,219.2025611206306,0.8092,0.667,4.2383,619
25,0.83671875,0.009882812500000001,0.0003105900223624707,-0.4,0.598164,4098.6,195.45207531230614,0.8047,0.6693,4.966,619
9,0.79296875,0.0051953125,0.0008505258154439963,-0.4,0.8505000000000001,2196.22,154.5409324086096,0.8079,0.5919,5.5878,620
16,0.79296875,0.0051953125,0.0008505258154439963,-0.4,0.7275,2786.4,151.37841248492532,0.796,0.6069,5.9182,620
25,0.79296875,0.0051953125,0.0008505258154439963,-0.4,0.6269600000000001,3702.68,154.37586910343134,0.798,0.5706,7.1612,620
9,1.1429687499999999,0.007695312500000001,0.00026895987855750467,-0.4,0.8677444444444448,3916.45,236.3473648421751,0.7934,0.6197,7.4443,621
16,1.1429687499999999,0.007695312500000001,0.00026895987855750467,-0.4,0.74370625,4291.62,208.7029776663866,0.7551,0.6682,7.4818,621
25,1.1429687499999999,0.007695312500000001,0.00026895987855750467,-0.4,0.615236,4838.02,198.02967619006373,0.7479,0.6648,7.7609,621
9,1.31796875,0.0064453125,0.00047828581416537943,-0.4,0.8722555555555558,3914.37,215.7490633714024,0.7514,0.6409,8.9372,622
16,1.31796875,0.0064453125,0.00047828581416537943,-0.4,0.74698125,4481.88,202.3698764787117,0.7212,0.6781,9.0169,622
25,1.31796875,0.0064453125,0.00047828581416537943,-0.4,0.647556,5761.97,203.76403089502796,0.7102,0.675,10.6326,622
9,0.9679687499999999,0.0089453125,0.00015124725453106235,-0.4,0.8225222222222225,3065.54,239.3552630283928,0.8131,0.6567,4.484,623
16,0.9679687499999999,0.0089453125,0.00015124725453106235,-0.4,0.7098875,3739.38,214.00786206465355,0.7812,0.673,5.2207,623
25,0.9679687499999999,0.0089453125,0.00015124725453106235,-0.4,0.5928680000000001,4238.06,198.75947989467986,0.7714,0.7086,5.5821,623
9,0.8804687499999999,0.0070703125,0.00020169145547303317,-0.4,0.8485111111111113,2864.13,199.295236277058,0.8106,0.6123,5.7242,624
16,0.8804687499999999,0.0070703125,0.00020169145547303317,-0.4,0.75639375,3622.13,179.33503300174362,0.7888,0.5858,6.8468,624
25,0.8804687499999999,0.0070703125,0.00020169145547303317,-0.4,0.6349199999999999,4256.49,174.96555826658818,0.7897,0.5813,7.1333,624
9,1.23046875,0.0095703125,0.000637804383889218,-0.4,0.8077888888888891,3612.63,288.2623627455743,0.7582,0.6955,4.4737,625
16,1.23046875,0.0095703125,0.000637804383889218,-0.4,0.72501875,4687.2,245.13754814196406,0.7412,0.6892,6.4527,625
25,1.23046875,0.0095703125,0.000637804383889218,-0.4,0.579056,4918.78,229.3383370492282,0.736,0.7516,5.9831,625
9,1.05546875,0.0058203125,0.00011341944035027583,-0.4,0.8677111111111113,3186.66,192.10098402276816,0.783,0.6182,7.7141,626
16,1.05546875,0.0058203125,0.00011341944035027583,-0.4,0.7654625,4176.81,182.5711447763116,0.7621,0.6055,9.2151,626
25,1.05546875,0.0058203125,0.00011341944035027583,-0.4,0.6703560000000001,5287.6,183.3002825564527,0.7508,0.6142,10.5,626
9,0.70546875,0.0083203125,0.0003586637624484769,-0.4,0.8182444444444447,2041.24,176.37533285546544,0.8366,0.6221,3.4035,627
16,0.70546875,0.0083203125,0.0003586637624484769,-0.4,0.711075,2954.71,178.56639490823025,0.8268,0.6274,4.3367,627
25,0.70546875,0.0083203125,0.0003586637624484769,-0.4,0.609964,3388.78,162.16563805716717,0.8187,0.5933,4.7607,627
9,0.7082031249999999,0.00666015625,0.0001963219006790406,-0.4,0.8558444444444447,2297.0,167.5966394411128,0.8353,0.5772,4.902,628
16,0.7082031249999999,0.00666015625,0.0001963219006790406,-0.4,0.739425,2831.99,156.1126975144459,0.8107,0.5536,5.2738,628
25,0.7082031249999999,0.00666015625,0.0001963219006790406,-0.4,0.644512,3691.44,158.29771204102897,0.8189,0.584,6.0769,628
9,1.058203125,0.009160156249999999,0.0006208243607191259,-0.4,0.8002222222222224,3116.89,258.1176206519836,0.7944,0.6971,4.1342,629
16,1.058203125,0.009160156249999999,0.0006208243607191259,-0.4,0.69655,3781.79,218.19443255905836,0.7593,0.6971,5.2401,629
25,1.058203125,0.009160156249999999,0.0006208243607191259,-0.4,0.589008,4489.98,208.2802909642746,0.76,0.7139,5.8596,629
9,1.233203125,0.00541015625,0.00011039991779173986,-0.4,0.8741111111111113,3513.02,188.73977588145337,0.7578,0.6169,9.3079,630
16,1.233203125,0.00541015625,0.00011039991779173986,-0.4,0.780775,4905.72,191.51518613757528,0.7407,0.6257,11.4349,630
25,1.233203125,0.00541015625,0.00011039991779173986,-0.4,0.662984,5730.83,190.11340752861733,0.7248,0.6331,11.9122,630
9,0.883203125,0.00791015625,0.00034911519371724444,-0.4,0.8102111111111114,2469.12,205.09708809977806,0.8071,0.6542,4.0572,631
16,0.883203125,0.00791015625,0.00034911519371724444,-0.4,0.7151625,3283.24,185.96195016304762,0.7833,0.6503,5.3255,631
25,0.883203125,0.00791015625,0.00034911519371724444,-0.4,0.6036480000000001,3958.35,178.042721355863,0.7922,0.6419,6.0389,631
9,0.970703125,0.00603515625,0.0008278825906280478,-0.4,0.8393555555555559,2444.02,172.723569021303,0.7821,0.6446,5.6602,632
16,0.970703125,0.00603515625,0.0008278825906280478,-0.4,0.73031875,3418.05,171.6196895129864,0.7668,0.6236,7.0655,632
25,0.970703125,0.00603515625,0.0008278825906280478,-0.4,0.613432,4132.6,171.30178835212394,0.7586,0.6481,7.5511,632
9,1.3207031249999999,0.00853515625,0.00026179946215854023,-0.4,0.8472333333333336,4295.3,281.61252440403206,0.7784,0.6679,6.5559,633
16,1.3207031249999999,0.00853515625,0.00026179946215854023,-0.4,0.72899375,4881.24,243.22958708325066,0.7247,0.7004,7.382,633
25,1.3207031249999999,0.00853515625,0.00026179946215854023,-0.4,0.619772,5690.54,224.45331010707793,0.7202,0.6905,8.4729,633
9,1.1457031249999998,0.00728515625,0.000465552593115796,-0.4,0.8418555555555558,3246.99,221.07180292142624,0.7739,0.6601,6.1529,634
16,1.1457031249999998,0.00728515625,0.000465552593115796,-0.4,0.73740625,4156.79,202.8733612975398,0.7535,0.6631,7.5782,634
25,1.1457031249999998,0.00728515625,0.000465552593115796,-0.4,0.622264,4953.6,197.75414825225403,0.7425,0.6923,8.1541,634
9,0.795703125,0.00978515625,0.00014722065648435425,-0.4,0.8048000000000002,3030.04,259.26995041701883,0.8444,0.6346,3.6084,635
16,0.795703125,0.00978515625,0.00014722065648435425,-0.4,0.7081625,3428.94,206.63126163651347,0.8166,0.6479,4.3488,635
25,0.795703125,0.00978515625,0.00014722065648435425,-0.4,0.58236,3665.58,183.95901140808962,0.803,0.6738,4.4503,635
9,0.8394531249999999,0.00509765625,0.0005376117474555828,-0.4,0.8509333333333335,2267.8,156.1709486131769,0.799,0.5991,5.8611,636
16,0.8394531249999999,0.00509765625,0.0005376117474555828,-0.4,0.747375,3164.63,157.82909480539095,0.786,0.6083,7.1128,636
25,0.8394531249999999,0.00509765625,0.0005376117474555828,-0.4,0.6504120000000001,4055.54,158.3585622836889,0.7898,0.6061,8.1488,636
9,1.189453125,0.00759765625,0.00017000776188228747,-0.4,0.8465777777777781,3450.74,230.44072792448839,0.765,0.6542,6.3611,637
16,1.189453125,0.00759765625,0.00017000776188228747,-0.4,0.73915625,4439.06,214.85482017032123,0.7399,0.6613,7.7169,637
25,1.189453125,0.00759765625,0.00017000776188228747,-0.4,0.6270319999999999,5155.89,203.37519358110478,0.7392,0.6656,8.3477,637
9,1.3644531249999998,0.00634765625,0.0009560239010953085,-0.4,0.8473888888888892,3422.16,214.63767627150557,0.7267,0.6716,7.3882,638
16,1.3644531249999998,0.00634765625,0.0009560239010953085,-0.4,0.75544375,4860.71,208.91658250047988,0.7154,0.6862,9.8801,638
25,1.3644531249999998,0.00634765625,0.0009560239010953085,-0.4,0.620816,5387.52,198.83777964530933,0.7006,0.675,10.0929,638
9,1.014453125,0.00884765625,0.00030232130250207166,-0.4,0.8335333333333336,3383.99,248.20961093042652,0.8011,0.65,5.129,639
16,1.014453125,0.00884765625,0.00030232130250207166,-0.4,0.6931875,3570.22,210.71320751759572,0.7651,0.6968,5.0419,639
25,1.014453125,0.00884765625,0.00030232130250207166,-0.4,0.5794720000000001,4137.2,191.68068774332616,0.7655,0.6782,5.9477,639
9,0.9269531249999999,0.0069726562500000006,0.00012748783617709831,-0.4,0.8615222222222224,2901.02,191.8272395292095,0.7982,0.6133,6.1779,640
16,0.9269531249999999,0.0069726562500000006,0.00012748783617709831,-0.4,0.749375,3468.66,175.355953784154,0.7729,0.6047,6.7676,640
25,0.9269531249999999,0.0069726562500000006,0.00012748783617709831,-0.4,0.632708,4387.26,179.47731073189738,0.7716,0.6232,7.3625,640
9,1.276953125,0.00947265625,0.00040315193628604433,-0.4,0.8317111111111113,4362.26,310.3877273644986,0.7836,0.6734,5.5661,641
16,1.276953125,0.00947265625,0.00040315193628604433,-0.4,0.6926,4476.26,255.33762962787236,0.7399,0.7313,5.6704,641
25,1.276953125,0.00947265625,0.00040315193628604433,-0.4,0.6128680000000001,5681.98,239.02692210498387,0.73,0.7246,7.2595,641
9,1.1019531249999999,0.00572265625,0.00022670899410414907,-0.4,0.8891111111111113,3622.2,191.41831536376327,0.7987,0.5818,9.3232,642
16,1.1019531249999999,0.00572265625,0.00022670899410414907,-0.4,0.8014375,5013.67,192.0902245549134,0.7641,0.559,11.4317,642
25,1.1019531249999999,0.00572265625,0.00022670899410414907,-0.4,0.6882440000000001,5724.45,187.37582233774964,0.7448,0.59,11.7296,642
9,0.751953125,0.00822265625,0.0007169167874147959,-0.4,0.8054555555555557,2133.82,186.503858663734,0.8212,0.6405,3.4351,643
16,0.751953125,0.00822265625,0.0007169167874147959,-0.4,0.70621875,2818.11,171.70147635078337,0.8141,0.6398,4.2879,643
25,0.751953125,0.00822265625,0.0007169167874147959,-0.4,0.595968,3380.26,164.39691369053176,0.8081,0.6343,4.7966,643
9,0.773828125,0.0058789062500000005,0.00015820446994869056,-0.4,0.8623777777777781,2313.91,156.72661945827474,0.8127,0.5568,5.7414,644
16,0.773828125,0.0058789062500000005,0.00015820446994869056,-0.4,0.778125,3435.77,163.35736068156135,0.8107,0.5375,7.2989,644
25,0.773828125,0.0058789062500000005,0.00015820446994869056,-0.4,0.660084,3995.81,158.8018651546515,0.8058,0.5716,7.5174,644
9,1.123828125,0.00837890625,0.0005002864610575233,-0.4,0.8390444444444447,3230.29,230.79532963807634,0.7723,0.6651,5.4637,645
16,1.123828125,0.00837890625,0.0005002864610575233,-0.4,0.71828125,3959.73,209.6969977439585,0.753,0.6821,6.3386,645
25,1.123828125,0.00837890625,0.0005002864610575233,-0.4,0.5976400000000001,4632.63,202.7401124097969,0.7414,0.7037,6.7429,645
9,1.298828125,0.007128906250000001,0.0002813317514858778,-0.4,0.8615555555555559,3888.69,233.34728083177396,0.7592,0.6476,7.6926,646
