     ,subject,trial,fix_num,event_duration,leftrating,rightrating,rt     ,choice,roi,computed_rt,num_fixations,rev_fix_num,temp     ,corr_fix_duration
0    ,10.0   ,1    ,1.0    ,98.0          ,4.0       ,2.0        ,3808.0 ,1.0   ,1.0,3820.0     ,7.0          ,7.0        ,350.2857 ,350.2857         
1    ,10.0   ,1    ,2.0    ,426.0         ,4.0       ,2.0        ,3808.0 ,1.0   ,2.0,3820.0     ,7.0          ,6.0        ,450.35226,426.0            
2    ,10.0   ,1    ,3.0    ,319.0         ,4.0       ,2.0        ,3808.0 ,1.0   ,1.0,3820.0     ,7.0          ,5.0        ,385.79688,319.0            
3    ,10.0   ,1    ,4.0    ,259.0         ,4.0       ,2.0        ,3808.0 ,1.0   ,2.0,3820.0     ,7.0          ,4.0        ,486.14285,259.0            
4    ,10.0   ,1    ,5.0    ,1472.0        ,4.0       ,2.0        ,3808.0 ,1.0   ,1.0,3820.0     ,7.0          ,3.0        ,573.8571 ,1472.0           
5    ,10.0   ,1    ,6.0    ,382.0         ,4.0       ,2.0        ,3808.0 ,1.0   ,2.0,3820.0     ,7.0          ,2.0        ,535.125  ,382.0            
6    ,10.0   ,1    ,7.0    ,217.0         ,4.0       ,2.0        ,3808.0 ,1.0   ,1.0,3820.0     ,7.0          ,1.0        ,647.3333 ,217.0            
7    ,10.0   ,2    ,1.0    ,299.0         ,3.0       ,2.0        ,1913.0 ,1.0   ,2.0,1936.0     ,4.0          ,4.0        ,350.2857 ,299.0            
8    ,10.0   ,2    ,2.0    ,397.0         ,3.0       ,2.0        ,1913.0 ,1.0   ,1.0,1936.0     ,4.0          ,3.0        ,450.35226,397.0            
9    ,10.0   ,2    ,3.0    ,499.0         ,3.0       ,2.0        ,1913.0 ,1.0   ,2.0,1936.0     ,4.0          ,2.0        ,385.79688,499.0            
10   ,10.0   ,2    ,4.0    ,301.0         ,3.0       ,2.0        ,1913.0 ,1.0   ,1.0,1936.0     ,4.0          ,1.0        ,486.14285,301.0            
11   ,10.0   ,3    ,1.0    ,540.0         ,5.0       ,10.0       ,1121.0 ,0.0   ,1.0,1136.0     ,2.0          ,2.0        ,350.2857 ,540.0            
12   ,10.0   ,3    ,2.0    ,262.0         ,5.0       ,10.0       ,1121.0 ,0.0   ,2.0,1136.0     ,2.0          ,1.0        ,450.35226,262.0            
13   ,10.0   ,4    ,1.0    ,341.0         ,6.0       ,6.0        ,2051.0 ,0.0   ,1.0,2069.0     ,4.0          ,4.0        ,350.2857 ,341.0            
14   ,10.0   ,4    ,2.0    ,618.0         ,6.0       ,6.0        ,2051.0 ,0.0   ,2.0,2069.0     ,4.0          ,3.0        ,450.35226,618.0            
15   ,10.0   ,4    ,3.0    ,402.0         ,6.0       ,6.0        ,2051.0 ,0.0   ,1.0,2069.0     ,4.0          ,2.0        ,385.79688,402.0            
16   ,10.0   ,4    ,4.0    ,239.0         ,6.0       ,6.0        ,2051.0 ,0.0   ,2.0,2069.0     ,4.0          ,1.0        ,486.14285,239.0            
17   ,10.0   ,5    ,1.0    ,316.0         ,6.0       ,7.0        ,1655.0 ,0.0   ,1.0,1674.0     ,3.0          ,3.0        ,350.2857 ,316.0            
18   ,10.0   ,5    ,2.0    ,700.0         ,6.0       ,7.0        ,1655.0 ,0.0   ,2.0,1674.0     ,3.0          ,2.0        ,450.35226,700.0            
19   ,10.0   ,5    ,3.0    ,203.0         ,6.0       ,7.0        ,1655.0 ,0.0   ,1.0,1674.0     ,3.0          ,1.0        ,385.79688,203.0            
20   ,10.0   ,9    ,1.0    ,197.0         ,6.0       ,2.0        ,2504.0 ,1.0   ,2.0,2527.0     ,6.0          ,6.0        ,350.2857 ,197.0            
21   ,10.0   ,9    ,2.0    ,180.0         ,6.0       ,2.0        ,2504.0 ,1.0   ,1.0,2527.0     ,6.0          ,5.0        ,450.35226,180.0            
22   ,10.0   ,9    ,3.0    ,416.0         ,6.0       ,2.0        ,2504.0 ,1.0   ,2.0,2527.0     ,6.0          ,4.0        ,385.79688,416.0            
23   ,10.0   ,9    ,4.0    ,697.0         ,6.0       ,2.0        ,2504.0 ,1.0   ,1.0,2527.0     ,6.0          ,3.0        ,486.14285,697.0            
24   ,10.0   ,9    ,5.0    ,419.0         ,6.0       ,2.0        ,2504.0 ,1.0   ,2.0,2527.0     ,6.0          ,2.0        ,573.8571 ,419.0            
25   ,10.0   ,9    ,6.0    ,260.0         ,6.0       ,2.0        ,2504.0 ,1.0   ,1.0,2527.0     ,6.0          ,1.0        ,535.125  ,260.0            
26   ,10.0   ,10   ,1.0    ,339.0         ,3.0       ,3.0        ,2002.0 ,1.0   ,1.0,2010.0     ,3.0          ,3.0        ,350.2857 ,339.0            
27   ,10.0   ,10   ,2.0    ,940.0         ,3.0       ,3.0        ,2002.0 ,1.0   ,2.0,2010.0     ,3.0          ,2.0        ,450.35226,940.0            
28   ,10.0   ,10   ,3.0    ,399.0         ,3.0       ,3.0        ,2002.0 ,1.0   ,1.0,2010.0     ,3.0          ,1.0        ,385.79688,399.0            
29   ,10.0   ,11   ,1.0    ,1057.0        ,6.0       ,5.0        ,1426.0 ,1.0   ,1.0,1433.0     ,1.0          ,1.0        ,350.2857 ,1057.0           
30   ,10.0   ,16   ,1.0    ,340.0         ,5.0       ,8.0        ,1065.0 ,0.0   ,1.0,1091.0     ,2.0          ,2.0        ,350.2857 ,340.0            
31   ,10.0   ,16   ,2.0    ,420.0         ,5.0       ,8.0        ,1065.0 ,0.0   ,2.0,1091.0     ,2.0          ,1.0        ,450.35226,420.0            
32   ,10.0   ,17   ,1.0    ,356.0         ,6.0       ,8.0        ,1209.0 ,1.0   ,1.0,1234.0     ,3.0          ,3.0        ,350.2857 ,356.0            
33   ,10.0   ,17   ,2.0    ,499.0         ,6.0       ,8.0        ,1209.0 ,1.0   ,2.0,1234.0     ,3.0          ,2.0        ,450.35226,499.0            
34   ,10.0   ,17   ,3.0    ,20.0          ,6.0       ,8.0        ,1209.0 ,1.0   ,1.0,1234.0     ,3.0          ,1.0        ,385.79688,20.0             
35   ,10.0   ,18   ,1.0    ,1356.0        ,4.0       ,6.0        ,1604.0 ,0.0   ,1.0,1595.0     ,1.0          ,1.0        ,350.2857 ,1356.0           
36   ,10.0   ,19   ,1.0    ,458.0         ,2.0       ,6.0        ,1439.0 ,0.0   ,1.0,1453.0     ,3.0          ,3.0        ,350.2857 ,458.0            
37   ,10.0   ,19   ,2.0    ,516.0         ,2.0       ,6.0        ,1439.0 ,0.0   ,2.0,1453.0     ,3.0          ,2.0        ,450.35226,516.0            
38   ,10.0   ,19   ,3.0    ,200.0         ,2.0       ,6.0        ,1439.0 ,0.0   ,1.0,1453.0     ,3.0          ,1.0        ,385.79688,200.0            
39   ,10.0   ,20   ,1.0    ,1237.0        ,9.0       ,9.0        ,5744.0 ,0.0   ,1.0,5759.0     ,8.0          ,8.0        ,350.2857 ,1237.0           
40   ,10.0   ,20   ,2.0    ,538.0         ,9.0       ,9.0        ,5744.0 ,0.0   ,2.0,5759.0     ,8.0          ,7.0        ,450.35226,538.0            
41   ,10.0   ,20   ,3.0    ,281.0         ,9.0       ,9.0        ,5744.0 ,0.0   ,1.0,5759.0     ,8.0          ,6.0        ,385.79688,281.0            
42   ,10.0   ,20   ,4.0    ,219.0         ,9.0       ,9.0        ,5744.0 ,0.0   ,2.0,5759.0     ,8.0          ,5.0        ,486.14285,219.0            
43   ,10.0   ,20   ,5.0    ,738.0         ,9.0       ,9.0        ,5744.0 ,0.0   ,1.0,5759.0     ,8.0          ,4.0        ,573.8571 ,738.0            
44   ,10.0   ,20   ,6.0    ,1515.0        ,9.0       ,9.0        ,5744.0 ,0.0   ,2.0,5759.0     ,8.0          ,3.0        ,535.125  ,1515.0           
45   ,10.0   ,20   ,7.0    ,498.0         ,9.0       ,9.0        ,5744.0 ,0.0   ,1.0,5759.0     ,8.0          ,2.0        ,647.3333 ,498.0            
46   ,10.0   ,20   ,8.0    ,200.0         ,9.0       ,9.0        ,5744.0 ,0.0   ,2.0,5759.0     ,8.0          ,1.0        ,419.0    ,200.0            
47   ,10.0   ,22   ,1.0    ,598.0         ,1.0       ,5.0        ,1270.0 ,0.0   ,1.0,1276.0     ,2.0          ,2.0        ,350.2857 ,598.0            
48   ,10.0   ,22   ,2.0    ,319.0         ,1.0       ,5.0        ,1270.0 ,0.0   ,2.0,1276.0     ,2.0          ,1.0        ,450.35226,319.0            
49   ,10.0   ,23   ,1.0    ,281.0         ,4.0       ,3.0        ,1452.0 ,1.0   ,1.0,1455.0     ,3.0          ,3.0        ,350.2857 ,281.0            
50   ,10.0   ,23   ,2.0    ,299.0         ,4.0       ,3.0        ,1452.0 ,1.0   ,2.0,1455.0     ,3.0          ,2.0        ,450.35226,299.0            
51   ,10.0   ,23   ,3.0    ,419.0         ,4.0       ,3.0        ,1452.0 ,1.0   ,1.0,1455.0     ,3.0          ,1.0        ,385.79688,419.0            
52   ,10.0   ,24   ,1.0    ,319.0         ,2.0       ,2.0        ,3525.0 ,0.0   ,1.0,3483.0     ,6.0          ,6.0        ,350.2857 ,319.0            
53   ,10.0   ,24   ,2.0    ,578.0         ,2.0       ,2.0        ,3525.0 ,0.0   ,2.0,3483.0     ,6.0          ,5.0        ,450.35226,578.0            
54   ,10.0   ,24   ,3.0    ,298.0         ,2.0       ,2.0        ,3525.0 ,0.0   ,1.0,3483.0     ,6.0          ,4.0        ,385.79688,298.0            
55   ,10.0   ,24   ,4.0    ,896.0         ,2.0       ,2.0        ,3525.0 ,0.0   ,2.0,3483.0     ,6.0          ,3.0        ,486.14285,896.0            
56   ,10.0   ,24   ,5.0    ,862.0         ,2.0       ,2.0        ,3525.0 ,0.0   ,1.0,3483.0     ,6.0          ,2.0        ,573.8571 ,862.0            
57   ,10.0   ,24   ,6.0    ,71.0          ,2.0       ,2.0        ,3525.0 ,0.0   ,2.0,3483.0     ,6.0          ,1.0        ,535.125  ,71.0             
58   ,10.0   ,25   ,1.0    ,318.0         ,4.0       ,3.0        ,3439.0 ,1.0   ,1.0,3447.0     ,5.0          ,5.0        ,350.2857 ,318.0            
59   ,10.0   ,25   ,2.0    ,739.0         ,4.0       ,3.0        ,3439.0 ,1.0   ,2.0,3447.0     ,5.0          ,4.0        ,450.35226,739.0            
60   ,10.0   ,25   ,3.0    ,563.0         ,4.0       ,3.0        ,3439.0 ,1.0   ,1.0,3447.0     ,5.0          ,3.0        ,385.79688,563.0            
61   ,10.0   ,25   ,4.0    ,873.0         ,4.0       ,3.0        ,3439.0 ,1.0   ,2.0,3447.0     ,5.0          ,2.0        ,486.14285,873.0            
62   ,10.0   ,25   ,5.0    ,658.0         ,4.0       ,3.0        ,3439.0 ,1.0   ,1.0,3447.0     ,5.0          ,1.0        ,573.8571 ,658.0            
63   ,10.0   ,26   ,1.0    ,441.0         ,1.0       ,2.0        ,3582.0 ,1.0   ,1.0,3587.0     ,4.0          ,4.0        ,350.2857 ,441.0            
64   ,10.0   ,26   ,2.0    ,518.0         ,1.0       ,2.0        ,3582.0 ,1.0   ,2.0,3587.0     ,4.0          ,3.0        ,450.35226,518.0            
65   ,10.0   ,26   ,3.0    ,1632.0        ,1.0       ,2.0        ,3582.0 ,1.0   ,1.0,3587.0     ,4.0          ,2.0        ,385.79688,1632.0           
66   ,10.0   ,26   ,4.0    ,518.0         ,1.0       ,2.0        ,3582.0 ,1.0   ,2.0,3587.0     ,4.0          ,1.0        ,486.14285,518.0            
67   ,10.0   ,27   ,1.0    ,320.0         ,6.0       ,8.0        ,2023.0 ,1.0   ,1.0,2034.0     ,5.0          ,5.0        ,350.2857 ,320.0            
68   ,10.0   ,27   ,2.0    ,280.0         ,6.0       ,8.0        ,2023.0 ,1.0   ,2.0,2034.0     ,5.0          ,4.0        ,450.35226,280.0            
69   ,10.0   ,27   ,3.0    ,582.0         ,6.0       ,8.0        ,2023.0 ,1.0   ,1.0,2034.0     ,5.0          ,3.0        ,385.79688,582.0            
70   ,10.0   ,27   ,4.0    ,399.0         ,6.0       ,8.0        ,2023.0 ,1.0   ,2.0,2034.0     ,5.0          ,2.0        ,486.14285,399.0            
71   ,10.0   ,27   ,5.0    ,80.0          ,6.0       ,8.0        ,2023.0 ,1.0   ,1.0,2034.0     ,5.0          ,1.0        ,573.8571 ,80.0             
72   ,10.0   ,28   ,1.0    ,346.0         ,2.0       ,5.0        ,1727.0 ,0.0   ,1.0,1735.0     ,3.0          ,3.0        ,350.2857 ,346.0            
73   ,10.0   ,28   ,2.0    ,717.0         ,2.0       ,5.0        ,1727.0 ,0.0   ,2.0,1735.0     ,3.0          ,2.0        ,450.35226,717.0            
74   ,10.0   ,28   ,3.0    ,360.0         ,2.0       ,5.0        ,1727.0 ,0.0   ,1.0,1735.0     ,3.0          ,1.0        ,385.79688,360.0            
75   ,10.0   ,29   ,1.0    ,518.0         ,8.0       ,3.0        ,1368.0 ,1.0   ,1.0,1394.0     ,3.0          ,3.0        ,350.2857 ,518.0            
76   ,10.0   ,29   ,2.0    ,498.0         ,8.0       ,3.0        ,1368.0 ,1.0   ,2.0,1394.0     ,3.0          ,2.0        ,450.35226,498.0            
77   ,10.0   ,29   ,3.0    ,81.0          ,8.0       ,3.0        ,1368.0 ,1.0   ,1.0,1394.0     ,3.0          ,1.0        ,385.79688,81.0             
78   ,10.0   ,30   ,1.0    ,438.0         ,10.0      ,5.0        ,1568.0 ,1.0   ,1.0,1574.0     ,3.0          ,3.0        ,350.2857 ,438.0            
79   ,10.0   ,30   ,2.0    ,458.0         ,10.0      ,5.0        ,1568.0 ,1.0   ,2.0,1574.0     ,3.0          ,2.0        ,450.35226,458.0            
80   ,10.0   ,30   ,3.0    ,358.0         ,10.0      ,5.0        ,1568.0 ,1.0   ,1.0,1574.0     ,3.0          ,1.0        ,385.79688,358.0            
81   ,10.0   ,31   ,1.0    ,219.0         ,2.0       ,4.0        ,1697.0 ,0.0   ,1.0,1715.0     ,4.0          ,4.0        ,350.2857 ,219.0            
82   ,10.0   ,31   ,2.0    ,421.0         ,2.0       ,4.0        ,1697.0 ,0.0   ,2.0,1715.0     ,4.0          ,3.0        ,450.35226,421.0            
83   ,10.0   ,31   ,3.0    ,479.0         ,2.0       ,4.0        ,1697.0 ,0.0   ,1.0,1715.0     ,4.0          ,2.0        ,385.79688,479.0            
84   ,10.0   ,31   ,4.0    ,140.0         ,2.0       ,4.0        ,1697.0 ,0.0   ,2.0,1715.0     ,4.0          ,1.0        ,486.14285,140.0            
85   ,10.0   ,32   ,1.0    ,339.0         ,8.0       ,7.0        ,1595.0 ,0.0   ,1.0,1595.0     ,3.0          ,3.0        ,350.2857 ,339.0            
86   ,10.0   ,32   ,2.0    ,362.0         ,8.0       ,7.0        ,1595.0 ,0.0   ,2.0,1595.0     ,3.0          ,2.0        ,450.35226,362.0            
87   ,10.0   ,32   ,3.0    ,618.0         ,8.0       ,7.0        ,1595.0 ,0.0   ,1.0,1595.0     ,3.0          ,1.0        ,385.79688,618.0            
88   ,10.0   ,33   ,1.0    ,196.0         ,3.0       ,3.0        ,2701.0 ,1.0   ,1.0,2707.0     ,5.0          ,5.0        ,350.2857 ,196.0            
89   ,10.0   ,33   ,2.0    ,421.0         ,3.0       ,3.0        ,2701.0 ,1.0   ,2.0,2707.0     ,5.0          ,4.0        ,450.35226,421.0            
90   ,10.0   ,33   ,3.0    ,720.0         ,3.0       ,3.0        ,2701.0 ,1.0   ,1.0,2707.0     ,5.0          ,3.0        ,385.79688,720.0            
91   ,10.0   ,33   ,4.0    ,418.0         ,3.0       ,3.0        ,2701.0 ,1.0   ,2.0,2707.0     ,5.0          ,2.0        ,486.14285,418.0            
92   ,10.0   ,33   ,5.0    ,339.0         ,3.0       ,3.0        ,2701.0 ,1.0   ,1.0,2707.0     ,5.0          ,1.0        ,573.8571 ,339.0            
93   ,10.0   ,34   ,1.0    ,299.0         ,2.0       ,7.0        ,1471.0 ,0.0   ,1.0,1494.0     ,3.0          ,3.0        ,350.2857 ,299.0            
94   ,10.0   ,34   ,2.0    ,481.0         ,2.0       ,7.0        ,1471.0 ,0.0   ,2.0,1494.0     ,3.0          ,2.0        ,450.35226,481.0            
95   ,10.0   ,34   ,3.0    ,320.0         ,2.0       ,7.0        ,1471.0 ,0.0   ,1.0,1494.0     ,3.0          ,1.0        ,385.79688,320.0            
96   ,10.0   ,35   ,1.0    ,299.0         ,4.0       ,7.0        ,2055.0 ,0.0   ,1.0,2072.0     ,4.0          ,4.0        ,350.2857 ,299.0            
97   ,10.0   ,35   ,2.0    ,840.0         ,4.0       ,7.0        ,2055.0 ,0.0   ,2.0,2072.0     ,4.0          ,3.0        ,450.35226,840.0            
98   ,10.0   ,35   ,3.0    ,599.0         ,4.0       ,7.0        ,2055.0 ,0.0   ,1.0,2072.0     ,4.0          ,2.0        ,385.79688,599.0            
99   ,10.0   ,35   ,4.0    ,59.0          ,4.0       ,7.0        ,2055.0 ,0.0   ,2.0,2072.0     ,4.0          ,1.0        ,486.14285,59.0             
100  ,10.0   ,36   ,1.0    ,217.0         ,4.0       ,9.0        ,1303.0 ,0.0   ,2.0,1151.0     ,3.0          ,3.0        ,350.2857 ,217.0            
101  ,10.0   ,36   ,2.0    ,737.0         ,4.0       ,9.0        ,1303.0 ,0.0   ,1.0,1151.0     ,3.0          ,2.0        ,450.35226,737.0            
102  ,10.0   ,36   ,3.0    ,20.0          ,4.0       ,9.0        ,1303.0 ,0.0   ,2.0,1151.0     ,3.0          ,1.0        ,385.79688,20.0             
103  ,10.0   ,38   ,1.0    ,216.0         ,3.0       ,2.0        ,1304.0 ,0.0   ,1.0,1315.0     ,2.0          ,2.0        ,350.2857 ,216.0            
104  ,10.0   ,38   ,2.0    ,640.0         ,3.0       ,2.0        ,1304.0 ,0.0   ,2.0,1315.0     ,2.0          ,1.0        ,450.35226,640.0            
105  ,10.0   ,39   ,1.0    ,339.0         ,6.0       ,5.0        ,1581.0 ,1.0   ,1.0,1595.0     ,3.0          ,3.0        ,350.2857 ,339.0            
106  ,10.0   ,39   ,2.0    ,179.0         ,6.0       ,5.0        ,1581.0 ,1.0   ,2.0,1595.0     ,3.0          ,2.0        ,450.35226,179.0            
107  ,10.0   ,39   ,3.0    ,818.0         ,6.0       ,5.0        ,1581.0 ,1.0   ,1.0,1595.0     ,3.0          ,1.0        ,385.79688,818.0            
108  ,10.0   ,40   ,1.0    ,399.0         ,3.0       ,2.0        ,7866.0 ,1.0   ,1.0,7873.0     ,9.0          ,9.0        ,350.2857 ,399.0            
109  ,10.0   ,40   ,2.0    ,420.0         ,3.0       ,2.0        ,7866.0 ,1.0   ,2.0,7873.0     ,9.0          ,8.0        ,450.35226,420.0            
110  ,10.0   ,40   ,3.0    ,740.0         ,3.0       ,2.0        ,7866.0 ,1.0   ,1.0,7873.0     ,9.0          ,7.0        ,385.79688,740.0            
111  ,10.0   ,40   ,4.0    ,2210.0        ,3.0       ,2.0        ,7866.0 ,1.0   ,2.0,7873.0     ,9.0          ,6.0        ,486.14285,2210.0           
112  ,10.0   ,40   ,5.0    ,1057.0        ,3.0       ,2.0        ,7866.0 ,1.0   ,1.0,7873.0     ,9.0          ,5.0        ,573.8571 ,1057.0           
113  ,10.0   ,40   ,6.0    ,458.0         ,3.0       ,2.0        ,7866.0 ,1.0   ,2.0,7873.0     ,9.0          ,4.0        ,535.125  ,458.0            
114  ,10.0   ,40   ,7.0    ,737.0         ,3.0       ,2.0        ,7866.0 ,1.0   ,1.0,7873.0     ,9.0          ,3.0        ,647.3333 ,737.0            
115  ,10.0   ,40   ,8.0    ,798.0         ,3.0       ,2.0        ,7866.0 ,1.0   ,2.0,7873.0     ,9.0          ,2.0        ,419.0    ,798.0            
116  ,10.0   ,40   ,9.0    ,735.0         ,3.0       ,2.0        ,7866.0 ,1.0   ,1.0,7873.0     ,9.0          ,1.0        ,497.5    ,735.0            
117  ,10.0   ,41   ,1.0    ,539.0         ,10.0      ,5.0        ,1291.0 ,1.0   ,1.0,1314.0     ,3.0          ,3.0        ,350.2857 ,539.0            
118  ,10.0   ,41   ,2.0    ,259.0         ,10.0      ,5.0        ,1291.0 ,1.0   ,2.0,1314.0     ,3.0          ,2.0        ,450.35226,259.0            
119  ,10.0   ,41   ,3.0    ,201.0         ,10.0      ,5.0        ,1291.0 ,1.0   ,1.0,1314.0     ,3.0          ,1.0        ,385.79688,201.0            
120  ,10.0   ,42   ,1.0    ,299.0         ,5.0       ,1.0        ,1433.0 ,1.0   ,1.0,1435.0     ,3.0          ,3.0        ,350.2857 ,299.0            
121  ,10.0   ,42   ,2.0    ,420.0         ,5.0       ,1.0        ,1433.0 ,1.0   ,2.0,1435.0     ,3.0          ,2.0        ,450.35226,420.0            
122  ,10.0   ,42   ,3.0    ,359.0         ,5.0       ,1.0        ,1433.0 ,1.0   ,1.0,1435.0     ,3.0          ,1.0        ,385.79688,359.0            
123  ,10.0   ,43   ,1.0    ,579.0         ,9.0       ,6.0        ,1250.0 ,1.0   ,1.0,1256.0     ,2.0          ,2.0        ,350.2857 ,579.0            
124  ,10.0   ,43   ,2.0    ,398.0         ,9.0       ,6.0        ,1250.0 ,1.0   ,2.0,1256.0     ,2.0          ,1.0        ,450.35226,398.0            
125  ,10.0   ,44   ,1.0    ,399.0         ,6.0       ,6.0        ,1409.0 ,0.0   ,1.0,1415.0     ,3.0          ,3.0        ,350.2857 ,399.0            
126  ,10.0   ,44   ,2.0    ,642.0         ,6.0       ,6.0        ,1409.0 ,0.0   ,2.0,1415.0     ,3.0          ,2.0        ,450.35226,642.0            
127  ,10.0   ,44   ,3.0    ,76.0          ,6.0       ,6.0        ,1409.0 ,0.0   ,1.0,1415.0     ,3.0          ,1.0        ,385.79688,76.0             
128  ,10.0   ,45   ,1.0    ,298.0         ,10.0      ,9.0        ,1342.0 ,0.0   ,1.0,1236.0     ,3.0          ,3.0        ,350.2857 ,298.0            
129  ,10.0   ,45   ,2.0    ,541.0         ,10.0      ,9.0        ,1342.0 ,0.0   ,2.0,1236.0     ,3.0          ,2.0        ,450.35226,541.0            
130  ,10.0   ,45   ,3.0    ,120.0         ,10.0      ,9.0        ,1342.0 ,0.0   ,1.0,1236.0     ,3.0          ,1.0        ,385.79688,120.0            
131  ,10.0   ,46   ,1.0    ,216.0         ,5.0       ,2.0        ,1363.0 ,0.0   ,1.0,1273.0     ,3.0          ,3.0        ,350.2857 ,216.0            
132  ,10.0   ,46   ,2.0    ,79.0          ,5.0       ,2.0        ,1363.0 ,0.0   ,2.0,1273.0     ,3.0          ,2.0        ,450.35226,79.0             
133  ,10.0   ,46   ,3.0    ,20.0          ,5.0       ,2.0        ,1363.0 ,0.0   ,1.0,1273.0     ,3.0          ,1.0        ,385.79688,20.0             
134  ,10.0   ,47   ,1.0    ,387.0         ,4.0       ,3.0        ,2243.0 ,1.0   ,1.0,2249.0     ,5.0          ,5.0        ,350.2857 ,387.0            
135  ,10.0   ,47   ,2.0    ,239.0         ,4.0       ,3.0        ,2243.0 ,1.0   ,2.0,2249.0     ,5.0          ,4.0        ,450.35226,239.0            
136  ,10.0   ,47   ,3.0    ,518.0         ,4.0       ,3.0        ,2243.0 ,1.0   ,1.0,2249.0     ,5.0          ,3.0        ,385.79688,518.0            
137  ,10.0   ,47   ,4.0    ,618.0         ,4.0       ,3.0        ,2243.0 ,1.0   ,2.0,2249.0     ,5.0          ,2.0        ,486.14285,618.0            
138  ,10.0   ,47   ,5.0    ,219.0         ,4.0       ,3.0        ,2243.0 ,1.0   ,1.0,2249.0     ,5.0          ,1.0        ,573.8571 ,219.0            
139  ,10.0   ,48   ,1.0    ,259.0         ,3.0       ,4.0        ,1288.0 ,0.0   ,2.0,1296.0     ,2.0          ,2.0        ,350.2857 ,259.0            
140  ,10.0   ,48   ,2.0    ,539.0         ,3.0       ,4.0        ,1288.0 ,0.0   ,1.0,1296.0     ,2.0          ,1.0        ,450.35226,539.0            
141  ,10.0   ,49   ,1.0    ,140.0         ,7.0       ,2.0        ,1112.0 ,1.0   ,2.0,1135.0     ,2.0          ,2.0        ,350.2857 ,350.2857         
142  ,10.0   ,49   ,2.0    ,517.0         ,7.0       ,2.0        ,1112.0 ,1.0   ,1.0,1135.0     ,2.0          ,1.0        ,450.35226,517.0            
143  ,10.0   ,50   ,1.0    ,225.0         ,5.0       ,8.0        ,1538.0 ,0.0   ,1.0,1554.0     ,4.0          ,4.0        ,350.2857 ,225.0            
144  ,10.0   ,50   ,2.0    ,517.0         ,5.0       ,8.0        ,1538.0 ,0.0   ,2.0,1554.0     ,4.0          ,3.0        ,450.35226,517.0            
145  ,10.0   ,50   ,3.0    ,478.0         ,5.0       ,8.0        ,1538.0 ,0.0   ,1.0,1554.0     ,4.0          ,2.0        ,385.79688,478.0            
146  ,10.0   ,50   ,4.0    ,20.0          ,5.0       ,8.0        ,1538.0 ,0.0   ,2.0,1554.0     ,4.0          ,1.0        ,486.14285,20.0             
147  ,10.0   ,51   ,1.0    ,339.0         ,10.0      ,5.0        ,807.0  ,1.0   ,1.0,816.0      ,2.0          ,2.0        ,350.2857 ,339.0            
148  ,10.0   ,51   ,2.0    ,179.0         ,10.0      ,5.0        ,807.0  ,1.0   ,2.0,816.0      ,2.0          ,1.0        ,450.35226,179.0            
149  ,10.0   ,52   ,1.0    ,339.0         ,7.0       ,2.0        ,1117.0 ,1.0   ,1.0,1127.0     ,3.0          ,3.0        ,350.2857 ,339.0            
150  ,10.0   ,52   ,2.0    ,419.0         ,7.0       ,2.0        ,1117.0 ,1.0   ,2.0,1127.0     ,3.0          ,2.0        ,450.35226,419.0            
151  ,10.0   ,52   ,3.0    ,60.0          ,7.0       ,2.0        ,1117.0 ,1.0   ,1.0,1127.0     ,3.0          ,1.0        ,385.79688,60.0             
152  ,10.0   ,53   ,1.0    ,199.0         ,4.0       ,3.0        ,4096.0 ,1.0   ,2.0,4105.0     ,4.0          ,4.0        ,350.2857 ,199.0            
153  ,10.0   ,53   ,2.0    ,278.0         ,4.0       ,3.0        ,4096.0 ,1.0   ,1.0,4105.0     ,4.0          ,3.0        ,450.35226,278.0            
154  ,10.0   ,53   ,3.0    ,2012.0        ,4.0       ,3.0        ,4096.0 ,1.0   ,2.0,4105.0     ,4.0          ,2.0        ,385.79688,2012.0           
155  ,10.0   ,53   ,4.0    ,1236.0        ,4.0       ,3.0        ,4096.0 ,1.0   ,1.0,4105.0     ,4.0          ,1.0        ,486.14285,1236.0           
156  ,10.0   ,54   ,1.0    ,359.0         ,6.0       ,2.0        ,1119.0 ,1.0   ,1.0,1137.0     ,3.0          ,3.0        ,350.2857 ,359.0            
157  ,10.0   ,54   ,2.0    ,398.0         ,6.0       ,2.0        ,1119.0 ,1.0   ,2.0,1137.0     ,3.0          ,2.0        ,450.35226,398.0            
158  ,10.0   ,54   ,3.0    ,161.0         ,6.0       ,2.0        ,1119.0 ,1.0   ,1.0,1137.0     ,3.0          ,1.0        ,385.79688,161.0            
159  ,10.0   ,55   ,1.0    ,380.0         ,4.0       ,7.0        ,1970.0 ,0.0   ,1.0,1994.0     ,4.0          ,4.0        ,350.2857 ,380.0            
160  ,10.0   ,55   ,2.0    ,460.0         ,4.0       ,7.0        ,1970.0 ,0.0   ,2.0,1994.0     ,4.0          ,3.0        ,450.35226,460.0            
161  ,10.0   ,55   ,3.0    ,440.0         ,4.0       ,7.0        ,1970.0 ,0.0   ,1.0,1994.0     ,4.0          ,2.0        ,385.79688,440.0            
162  ,10.0   ,55   ,4.0    ,380.0         ,4.0       ,7.0        ,1970.0 ,0.0   ,2.0,1994.0     ,4.0          ,1.0        ,486.14285,380.0            
163  ,10.0   ,56   ,1.0    ,279.0         ,3.0       ,6.0        ,1074.0 ,0.0   ,1.0,1097.0     ,2.0          ,2.0        ,350.2857 ,279.0            
